主編號,屬性代號,詞目,音讀,文白,部首,部首序,方言差對應
21826,2,詹,tsiam,,言,149-06-13,
21827,2,誇,khua,,言,149-06-13,
21828,2,誠,sîng,文,言,149-06-13,
21829,2,貉,hô,,豸,153-06-13,
21830,2,賂,lōo,,貝,154-06-13,
21831,2,賄,hué,,貝,154-06-13,
21832,2,資,tsu,,貝,154-06-13,
21833,2,賈,ká,,貝,154-06-13,
21834,2,賈,kóo,,貝,154-06-13,
21835,2,賊,tsa̍t,白,貝,154-06-13,
21836,2,賊,tsi̍k,文,貝,154-06-13,
21837,2,跡,tsik,文,足,157-06-13,
21838,2,較,kà,白,車,159-06-13,
21839,2,較,kàu,文,車,159-06-13,
21840,2,辟,phik,,辛,160-06-13,
21841,2,遁,tūn,,辵,162-09-13,
21842,2,遂,suī,,辵,162-09-13,
21843,2,運,īn,白,辵,162-09-13,
21844,2,遍,phiàn,白,辵,162-09-13,
21845,2,過,kòo,文,辵,162-09-13,
21846,2,過,kuà,白,辵,162-09-13,
21847,2,過,koh,,辵,162-09-13,
21848,2,達,ta̍t,,辵,162-09-13,
21849,2,違,uî,,辵,162-09-13,
21850,2,酬,siû,,酉,164-06-13,
21851,2,鈸,pua̍h,白,金,167-05-13,
21852,2,鈸,pua̍t,文,金,167-05-13,
21853,2,鉈,tô,,金,167-05-13,
21854,2,鉗,khiâm,文,金,167-05-13,
21855,2,隔,kik,文,阜,170-10-13,
21856,2,隘,ài,,阜,170-10-13,
21857,2,雉,thī,,隹,172-05-13,
21858,2,零,lân,白,雨,173-05-13,
21859,2,零,lîng,文,雨,173-05-13,
21860,2,靖,tsīng,,青,174-05-13,
21861,2,靶,pé,,革,177-04-13,
21862,2,預,ī/ū,白,頁,181-04-13,[方]403
21863,2,預,ū,文,頁,181-04-13,
21864,2,頑,guân,,頁,181-04-13,
21865,2,頒,pan,,頁,181-04-13,
21866,2,頓,tùn,文,頁,181-04-13,
21867,2,飽,páu,文,食,184-05-13,
21868,2,飾,sik,,食,184-05-13,
21869,2,馳,tî,,馬,187-03-13,
21870,2,馴,sûn,,馬,187-03-13,
21871,2,鳩,khiu,,鳥,196-02-13,
21872,2,鼎,tíng,文,鼎,206-00-13,
21873,2,鼠,tshú,文,鼠,208-00-13,
21874,2,僑,kiâu,,人,009-12-14,
21875,2,僕,po̍k,,人,009-12-14,
21876,2,僚,liâu,,人,009-12-14,
21877,2,僧,sing,,人,009-12-14,
21878,2,僧,tsing,,人,009-12-14,
21879,2,僭,tsiàm,,人,009-12-14,
21880,2,厭,iàn,替,厂,027-12-14,
21881,2,嗹,liân,替,口,030-11-14,
21882,2,嘈,tsō,替,口,030-11-14,
21883,2,嘈,tsha̍uh,替,口,030-11-14,
21884,2,嘉,ka,,口,030-11-14,
21885,2,嘐,hau,替,口,030-11-14,
21886,2,嘓,go̍k,替,口,030-11-14,
21887,2,嘓,ko̍k,替,口,030-11-14,
21888,2,嘔,óo,文,口,030-11-14,
21889,2,嘛,mà,替,口,030-11-14,
21890,2,嘟,tū,替,口,030-11-14,
21891,2,塵,tîn,,土,032-11-14,
21892,2,塾,sio̍k,,土,032-11-14,
21893,2,墓,bōo,,土,032-11-14,
21894,2,夥,hué/hé,,夕,036-11-14,
21895,2,嫖,phiâu,,女,038-11-14,
21896,2,嫡,tik,,女,038-11-14,
21897,2,嫦,siông,,女,038-11-14,
21898,2,孵,hu,,子,039-11-14,
21899,2,寞,bo̍k,,宀,040-11-14,
21900,2,察,tshat,,宀,040-11-14,
21901,2,寢,tshím,,宀,040-11-14,
21902,2,寢,khím,俗,宀,040-11-14,
21903,2,寥,liâu,,宀,040-11-14,
21904,2,寧,lîng,,宀,040-11-14,
21905,2,屢,lí,,尸,044-11-14,
21906,2,嶄,tsám,,山,046-11-14,
21907,2,幣,pè,,巾,050-11-14,
21908,2,廖,liāu,,广,053-11-14,
21909,2,弊,pè,,廾,055-11-14,
21910,2,弊,piah,俗,廾,055-11-14,
21911,2,彰,tsiong,,彡,059-11-14,
21912,2,徹,thiat,,彳,060-11-14,
21913,2,態,thài,,心,061-10-14,
21914,2,態,thāi,,心,061-10-14,
21915,2,慣,kuàn,,心,061-11-14,
21916,2,慳,kian,,心,061-11-14,
21917,2,慷,khóng,,心,061-11-14,
21918,2,截,tsia̍t,,戈,062-10-14,
21919,2,摘,tik,文,手,064-11-14,
21920,2,摸,moo,替,手,064-11-14,
21921,2,撤,thiat,,手,064-11-14,
21922,2,暨,kì,,日,072-10-14,
21923,2,榕,iông,文,木,075-10-14,
21924,2,榛,tsin,,木,075-10-14,
21925,2,榜,póng,文,木,075-10-14,
21926,2,榜,pńg,白,木,075-10-14,
21927,2,榨,tsà,,木,075-10-14,
21928,2,榮,îng,,木,075-10-14,
21929,2,榴,liû,,木,075-10-14,
21930,2,榻,thah,白,木,075-10-14,
21931,2,榻,thap,文,木,075-10-14,
21932,2,構,kòo,,木,075-10-14,
21933,2,槐,huâi,,木,075-10-14,
21934,2,槔,oo,替,木,075-10-14,
21935,2,歉,khiam,俗,欠,076-10-14,
21936,2,歉,khiàm,,欠,076-10-14,
21937,2,滬,hōo,,水,085-11-14,
21938,2,滯,tī,,水,085-11-14,
21939,2,滴,tik,文,水,085-11-14,
21940,2,滸,hóo,,水,085-11-14,
21941,2,漁,gû,文,水,085-11-14,
21942,2,漁,hî/hû,白,水,085-11-14,
21943,2,漂,phiàu,文,水,085-11-14,
21944,2,漂,phiò,白,水,085-11-14,
21945,2,漉,lok,,水,085-11-14,
21946,2,漏,lōo,文,水,085-11-14,
21947,2,漚,áu,替,水,085-11-14,
21948,2,漠,bo̍k,,水,085-11-14,
21949,2,漫,bān,,水,085-11-14,
21950,2,漳,tsiang,,水,085-11-14,
21951,2,漸,tsiām,,水,085-11-14,
21952,2,澈,thiat,,水,085-11-14,
21953,2,煽,siàn,,火,086-10-14,
21954,2,熇,ho,替,火,086-10-14,
21955,2,熏,hun,,火,086-10-14,
21956,2,熔,iông,文,火,086-10-14,
21957,2,爾,nī,替,爻,089-10-14,
21958,2,爾,niā,替,爻,089-10-14,
21959,2,犒,khò,,牛,093-10-14,
21960,2,獄,ga̍k,白,犬,094-10-13,
21961,2,獄,gi̍k,文,犬,094-10-13,
21962,2,瑣,só,,玉,096-10-14,
21963,2,瑪,bé,白,玉,096-10-14,
21964,2,瑪,má,文,玉,096-10-14,
21965,2,瑰,kuì,,玉,096-10-14,
21966,2,瘋,hong,,疒,104-09-14,
21967,2,瘍,iông,,疒,104-09-14,
21968,2,監,kam,文,皿,108-09-14,
21969,2,監,kàm,文,皿,108-09-14,
21970,2,睡,tsuē,白,目,109-09-14,
21971,2,睡,suī,文,目,109-09-14,
21972,2,碟,tia̍p,文,石,112-09-14,
21973,2,碟,ti̍h,白,石,112-09-14,
21974,2,碧,phik,,石,112-09-14,
21975,2,碩,sik,俗,石,112-09-14,
21976,2,碩,si̍k,,石,112-09-14,
21977,2,磁,tsû,,石,112-09-14,
21978,2,禎,tsing,,示,113-09-14,
21979,2,種,tsiòng,文,禾,115-09-14,
21980,2,稱,tshing,,禾,115-09-14,
21981,2,窩,o,,穴,116-09-14,
21982,2,端,tuan,文,立,117-09-14,
21983,2,端,tuann,白,立,117-09-14,
21984,2,筵,iân,,竹,118-08-14,
21985,2,箋,tsian,,竹,118-08-14,
21986,2,箏,tsing,,竹,118-08-14,
21987,2,箕,ki,,竹,118-08-14,
21988,2,粹,tshuì,,米,119-08-14,
21989,2,綜,tsong,,糸,120-08-14,
21990,2,綠,lio̍k,文,糸,120-08-14,
21991,2,綢,tiû,,糸,120-08-14,
21992,2,維,î,,糸,120-08-14,
21993,2,綰,kuānn,替,糸,120-08-14,
21994,2,綱,kong,,糸,120-08-14,
21995,2,綴,tuat,,糸,120-08-14,
21996,2,綸,lûn,,糸,120-08-14,
21997,2,綸,kuan,,糸,120-08-14,
21998,2,綺,khí,,糸,120-08-14,
21999,2,綽,tshiok,,糸,120-08-14,
22000,2,綾,lîng,,糸,120-08-14,
22001,2,綿,biân,文,糸,120-08-14,
22002,2,緒,sū,,糸,120-08-14,
22003,2,翠,tshuì,,羽,124-08-14,
22004,2,聚,tsū,,耳,128-08-14,
22005,2,聞,bûn,,耳,128-08-14,
22006,2,肇,tiāu,,聿,129-08-14,
22007,2,腐,hú,文,肉,130-08-14,
22008,2,腐,hū,白,肉,130-08-14,
22009,2,膀,phông,,肉,130-10-14,
22010,2,膁,liám,,肉,130-10-14,
22011,2,膈,keh,,肉,130-10-14,
22012,2,膋,lâ,替,肉,130-10-14,
22013,2,膏,kô,替,肉,130-10-14,
22014,2,膏,koo,俗,肉,130-10-14,
22015,2,臺,tâi,,至,133-08-14,
22016,2,與,ú,文,臼,134-07-14,
22017,2,蒙,bông,,艸,140-10-14,
22018,2,蒲,pôo,,艸,140-10-14,
22019,2,蒸,tsing,,艸,140-10-14,
22020,2,蒼,tshong,,艸,140-10-14,
22021,2,蒿,o,,艸,140-10-14,
22022,2,蓄,thiok,文,艸,140-10-14,
22023,2,蓉,iông,,艸,140-10-14,
22024,2,蓑,sui,,艸,140-10-14,
22025,2,蜘,ti,,虫,142-08-14,
22026,2,蜞,khî,,虫,142-08-14,
22027,2,蜢,meh,,虫,142-08-14,
22028,2,蝕,sit,俗,虫,142-08-14,
22029,2,裱,piáu,,衣,145-08-14,
22030,2,裹,kó,,衣,145-08-14,
22031,2,裼,theh,替,衣,145-08-14,
22032,2,製,tsè,,衣,145-08-14,
22033,2,褂,kuà,,衣,145-08-14,
22034,2,誌,tsì,,言,149-07-14,
22035,2,誓,sē,文,言,149-07-14,
22036,2,誣,bû,,言,149-07-14,
22037,2,誦,siōng,,言,149-07-14,
22038,2,豪,hô,,豕,152-07-14,
22039,2,貌,māu,,豸,153-07-14,
22040,2,賑,tsín,,貝,154-07-14,
22041,2,賓,pin,,貝,154-07-14,
22042,2,趙,tiō,,走,156-07-14,
22043,2,輓,buán,,車,159-07-14,
22044,2,輔,hú,,車,159-07-14,
22045,2,輔,phóo,俗,車,159-07-14,
22046,2,輕,khing,文,車,159-07-14,
22047,2,遙,iâu,,辵,162-10-14,
22048,2,遜,sùn,,辵,162-10-14,
22049,2,遞,tē,,辵,162-10-14,
22050,2,遣,khián,,辵,162-10-14,
22051,2,酷,khok,,酉,164-07-14,
22052,2,酸,suan,文,酉,164-07-14,
22053,2,銘,bîng,,金,167-06-14,
22054,2,閩,bân,,門,169-06-14,
22055,2,際,tsè,,阜,170-11-14,
22056,2,障,tsiàng,,阜,170-11-14,
22057,2,障,tsiong,俗,阜,170-11-14,
22058,2,障,tsiòng,,阜,170-11-14,
22059,2,需,su,,雨,173-06-14,
22060,2,鞅,ióng,,革,177-05-14,
22061,2,頗,phó,,頁,181-05-14,
22062,2,颱,thai,,風,182-05-14,
22063,2,餃,kiáu,,食,184-06-14,
22064,2,餉,hiòng,,食,184-06-14,
22065,2,馝,pih,替,香,186-05-14,
22066,2,駁,poh,白,馬,187-04-14,
22067,2,駁,pok,文,馬,187-04-14,
22068,2,骰,tâu,,骨,188-04-14,
22069,2,骱,kái,替,骨,188-04-14,
22070,2,魁,khue,,鬼,194-04-14,
22071,2,魠,thoh,,魚,195-03-14,
22072,2,鳴,bîng,,鳥,196-03-14,
22073,2,僵,khiong,,人,009-13-15,
22074,2,價,kà,文,人,009-13-15,
22075,2,僻,phiah,,人,009-13-15,
22076,2,儀,gî,,人,009-13-15,
22077,2,劇,ki̍k,,刀,018-13-15,
22078,2,劈,phik,,刀,018-13-15,
22079,2,劉,lâu,,刀,018-13-15,
22080,2,厲,lē,文,厂,027-13-15,
22081,2,厲,lī,白,厂,027-13-15,
22082,2,嘩,huā,替,口,030-12-15,
22083,2,嘮,lo,,口,030-12-15,
22084,2,嘯,siàu,,口,030-12-15,
22085,2,嘻,hi,,口,030-12-15,
22086,2,噁,ònn,替,口,030-12-15,
22087,2,噎,uh,替,口,030-12-15,
22088,2,增,tsing,,土,032-12-15,
22089,2,墨,bi̍k,文,黑,203-03-15,
22090,2,墩,tun,,土,032-12-15,
22091,2,墮,tuī,,土,032-12-15,
22092,2,墳,hûn,文,土,032-12-15,
22093,2,墳,phûn,白,土,032-12-15,
22094,2,嬉,hi,,女,038-12-15,
22095,2,寬,khuan,文,宀,040-12-15,
22096,2,寬,khuann,白,宀,040-12-15,
22097,2,履,lí,,尸,044-12-15,
22098,2,幢,tông,替,巾,050-12-15,
22099,2,廚,tôo,白,广,053-12-15,
22100,2,廚,tû,文,广,053-12-15,
22101,2,廣,kńg,白,广,053-12-15,
22102,2,彈,tân,文,弓,057-12-15,
22103,2,彈,tān,文,弓,057-12-15,
22104,2,彈,thân,,弓,057-12-15,
22105,2,影,íng,文,彡,059-12-15,
22106,2,徵,tin,白,彳,060-12-15,
22107,2,徵,ting,文,彳,060-12-15,
22108,2,慕,bōo,,心,061-11-15,
22109,2,慧,huī,,心,061-11-15,
22110,2,慧,huē,,心,061-11-15,
22111,2,慮,lī/lū,,心,061-11-15,[方]144
22112,2,慰,uì,,心,061-11-15,
22113,2,慶,khìng,,心,061-11-15,
22114,2,慼,tshik,,心,061-11-15,
22115,2,慾,io̍k,,心,061-11-15,
22116,2,憐,liân,文,心,061-12-15,
22117,2,憐,lîn,白,心,061-12-15,
22118,2,憚,tān,,心,061-12-15,
22119,2,憢,giâu,,心,061-12-15,
22120,2,憤,hùn,,心,061-12-15,
22121,2,憫,bín,,心,061-12-15,
22122,2,戮,lio̍k,,戈,062-11-15,
22123,2,摩,môo,,手,064-11-15,
22124,2,摯,tsì,,手,064-11-15,
22125,2,摹,bôo,,手,064-11-15,
22126,2,摹,bōo,,手,064-11-15,
22127,2,撒,sat,文,手,064-12-15,
22128,2,撙,tsún,,手,064-12-15,
22129,2,撥,puat,文,手,064-12-15,
22130,2,撫,bú,俗,手,064-12-15,
22131,2,撫,hú,,手,064-12-15,
22132,2,撮,tsuat,,手,064-12-15,
22133,2,撰,tsuān,,手,064-12-15,
22134,2,敵,ti̍k,,攴,066-11-15,
22135,2,敷,hu,,攴,066-11-15,
22136,2,暮,bōo,,日,072-11-15,
22137,2,暱,li̍t,,日,072-11-15,
22138,2,暱,li̍k,,日,072-11-15,
22139,2,暴,pō,文,日,072-11-15,
22140,2,暴,pok,白,日,072-11-15,
22141,2,暴,po̍k,白,日,072-11-15,
22142,2,槤,liân,,木,075-11-15,
22143,2,樂,ngāu,,木,075-11-15,
22144,2,樑,liông,文,木,075-11-15,
22145,2,樑,niû,白,木,075-11-15,[方]176
22146,2,標,phiau,文,木,075-11-15,
22147,2,樞,tshu,,木,075-11-15,
22148,2,樟,tsiong,文,木,075-11-15,
22149,2,樣,iōng,文,木,075-11-15,
22150,2,歎,thàn,,欠,076-11-15,
22151,2,歐,au,白,欠,076-11-15,
22152,2,歐,io,文,欠,076-11-15,
22153,2,毅,gē,,殳,079-11-15,
22154,2,毅,gī,,殳,079-11-15,
22155,2,毿,sàm,替,毛,082-11-15,
22156,2,漿,tsiong,文,水,085-11-15,
22157,2,潑,phuat,文,水,085-12-15,
22158,2,潔,kiat,,水,085-12-15,
22159,2,潘,phuan,文,水,085-12-15,
22160,2,潘,phuann,白,水,085-12-15,
22161,2,潛,tsiâm,,水,085-12-15,
22162,2,潦,ló,,水,085-12-15,
22163,2,潮,tiâu,,水,085-12-15,
22164,2,潮,tiau,俗,水,085-12-15,
22165,2,潺,tshan,,水,085-12-15,
22166,2,澄,tîng,,水,085-12-15,
22167,2,澎,phênn,,水,085-12-15,
22168,2,熟,sio̍k,文,火,086-11-15,
22169,2,熥,thang,,火,086-11-15,
22170,2,獠,liâu,,犬,094-12-15,
22171,2,瑩,îng,,玉,096-10-15,
22172,2,璃,lê,,玉,096-11-15,
22173,2,璃,lî,,玉,096-11-15,
22174,2,璇,suān,替,玉,096-11-15,
22175,2,瘟,un,,疒,104-10-15,
22176,2,瘡,tshong,文,疒,104-10-15,
22177,2,瘦,sóo,,疒,104-10-15,
22178,2,盤,puân,文,皿,108-10-15,
22179,2,盤,phuân,文,皿,108-10-15,
22180,2,瞌,ka,替,目,109-10-15,
22181,2,確,khak,,石,112-10-15,
22182,2,確,khia̍k,替,石,112-10-15,
22183,2,碼,bé,白,石,112-10-15,
22184,2,碼,má,文,石,112-10-15,
22185,2,碾,lián,替,石,112-10-15,
22186,2,磊,luí,,石,112-10-15,
22187,2,磋,tsho,,石,112-10-15,
22188,2,稷,tsik,,禾,115-10-15,
22189,2,稻,tō,,禾,115-10-15,
22190,2,穀,kok,,禾,115-10-15,
22191,2,箠,suî,文,竹,118-09-15,
22192,2,箭,tsiàn,文,竹,118-09-15,
22193,2,箱,siong,文,竹,118-09-15,
22194,2,箴,tsim,,竹,118-09-15,
22195,2,範,huān,文,竹,118-09-15,[方]052
22196,2,範,pān,白,竹,118-09-15,
22197,2,篇,phian,文,竹,118-09-15,
22198,2,糊,hôo,文,米,119-09-15,
22199,2,糍,tsî,,米,119-09-15,
22200,2,緝,tsi̍p,白,糸,120-09-15,
22201,2,緝,tship,文,糸,120-09-15,
22202,2,緞,tuān,,糸,120-09-15,
22203,2,締,tè,,糸,120-09-15,
22204,2,編,pinn,白,糸,120-09-15,
22205,2,緯,uī,,糸,120-09-15,
22206,2,緻,tì,,糸,120-09-15,
22207,2,緻,tī,,糸,120-09-15,
22208,2,羯,kiat,,羊,123-09-15,
22209,2,翩,phian,,羽,124-09-15,
22210,2,膝,tshik,,肉,130-11-15,
22211,2,膝,sit,,肉,130-11-15,
22212,2,蓪,thong,,艸,140-11-15,
22213,2,蓬,hông,,艸,140-11-15,
22214,2,蓬,pōng,替,艸,140-11-15,
22215,2,蓮,lián,替,艸,140-11-15,
22216,2,蓮,liân,,艸,140-11-15,[方]130
22217,2,蔑,bia̍t,,艸,140-11-15,
22218,2,蔓,bān,,艸,140-11-15,
22219,2,蔓,muā,替,艸,140-11-15,
22220,2,蔚,uì,,艸,140-11-15,
22221,2,蔡,tshuà,,艸,140-11-15,
22222,2,蔬,se,白,艸,140-11-15,
22223,2,蔬,soo,文,艸,140-11-15,
22224,2,蔽,pè,,艸,140-11-15,
22225,2,蝒,bīn,替,虫,142-09-15,
22226,2,蝛,bui,替,虫,142-09-15,
22227,2,蝴,hôo,文,虫,142-09-15,
22228,2,蝴,ôo,白,虫,142-09-15,
22229,2,蝶,ia̍h,白,虫,142-09-15,
22230,2,蝶,tia̍p,文,虫,142-09-15,
22231,2,衛,uē,,行,144-09-15,
22232,2,衝,tshóng,替,行,144-09-15,
22233,2,複,ho̍k,,衣,145-09-15,
22234,2,褙,pè,,衣,145-09-15,
22235,2,誕,tàn,,言,149-08-15,
22236,2,誕,tān,,言,149-08-15,
22237,2,誰,suî,文,言,149-08-15,
22238,2,課,khuè,白,言,149-08-15,[方]074
22239,2,誹,huí,,言,149-08-15,
22240,2,誼,gî,,言,149-08-15,
22241,2,誼,gī,,言,149-08-15,
22242,2,調,tiau,,言,149-08-15,
22243,2,調,tiàu,,言,149-08-15,
22244,2,諍,tsìng,文,言,149-08-15,
22245,2,諒,liōng,,言,149-08-15,
22246,2,諸,tsu,,言,149-08-15,
22247,2,豍,pi,替,豆,151-08-15,
22248,2,豎,sū,,豆,151-08-15,
22249,2,賦,hù,,貝,154-08-15,
22250,2,趣,tshù,,走,156-08-15,
22251,2,踏,ta̍p,文,足,157-08-15,
22252,2,踐,tsiān,,足,157-08-15,
22253,2,踔,tshi̍k,,足,157-08-15,
22254,2,踢,thik,文,足,157-08-15,
22255,2,踩,tshái,,足,157-08-15,
22256,2,輛,lióng,文,車,159-08-15,
22257,2,輛,liōng,白,車,159-08-15,
22258,2,輝,hui,,車,159-08-15,
22259,2,輪,lin,替,車,159-08-15,
22260,2,遨,ngôo,,辵,162-11-15,
22261,2,適,sik,,辵,162-11-15,
22262,2,遭,tso,,辵,162-11-15,
22263,2,鄧,tīng,,邑,163-12-15,
22264,2,鄭,tēnn,白,邑,163-12-15,[方]285
22265,2,鄭,tīng,文,邑,163-12-15,
22266,2,醇,sûn,,酉,164-08-15,
22267,2,銲,huānn,,金,167-07-15,
22268,2,銳,juē/luē,,金,167-07-15,
22269,2,鋁,lú,,金,167-07-15,
22270,2,鋁,lū,,金,167-07-15,
22271,2,鋒,hong,,金,167-07-15,
22272,2,鋤,tî/tû,,金,167-07-15,[方]394
22273,2,閬,lòng,,門,169-07-15,
22274,2,閱,ia̍t,白,門,169-07-15,
22275,2,霆,tîng,,雨,173-07-15,
22276,2,震,tsìn,,雨,173-07-15,
22277,2,鞋,hâi,文,革,177-06-15,
22278,2,鞍,an,文,革,177-06-15,
22279,2,鞏,kióng,,革,177-06-15,
22280,2,頡,khiat,,頁,181-06-15,
22281,2,頦,hâi,文,頁,181-06-15,
22282,2,頦,huâi,白,頁,181-06-15,
22283,2,餘,û,文,食,184-07-15,
22284,2,駐,tsù,,馬,187-05-15,
22285,2,駕,kà,,馬,187-05-15,
22286,2,駛,sú,文,馬,187-05-15,
22287,2,駝,tô,,馬,187-05-15,
22288,2,髮,huat,,髟,190-05-15,
22289,2,魩,but,替,魚,195-04-15,
22290,2,魬,puánn,替,魚,195-04-15,
22291,2,魯,luh,替,魚,195-04-15,
22292,2,魴,hang,,魚,195-04-15,
22293,2,鴆,thim,,鳥,196-04-15,
22294,2,鴉,a,,鳥,196-04-15,
22295,2,黎,lê,,黍,202-03-15,
22296,2,儒,jû/lû,,人,009-14-16,
22297,2,儘,tsín,,人,009-14-16,
22298,2,儘,tsīn,,人,009-14-16,
22299,2,劑,tse,俗,刀,018-14-16,
22300,2,劑,tsè,,刀,018-14-16,
22301,2,勳,hun,,力,019-14-16,
22302,2,叡,juē/luē,,又,029-14-16,
22303,2,噤,khiūnn,替,口,030-13-16,[方]082
22304,2,噪,tshò,替,口,030-13-16,
22305,2,噭,kiàu,替,口,030-13-16,
22306,2,噷,hm̍h,替,口,030-13-16,
22307,2,噹,tang,替,口,030-13-16,
22308,2,圜,huân,,囗,031-13-16,
22309,2,墾,khún,,土,032-13-16,
22310,2,壁,pik,文,土,032-13-16,
22311,2,壇,tân,文,土,032-13-16,
22312,2,奮,hùn,,大,037-13-16,
22313,2,導,tō,,寸,041-13-16,
22314,2,徼,khiò,替,彳,060-13-16,
22315,2,憑,pîng,文,心,061-12-16,
22316,2,憶,ik,,心,061-13-16,
22317,2,憾,hām,,心,061-13-16,
22318,2,懊,àu,,心,061-13-16,
22319,2,擁,ióng,,手,064-13-16,
22320,2,擅,siān,,手,064-13-16,
22321,2,操,tshò,,手,064-13-16,
22323,2,曆,la̍h,白,日,072-12-16,
22324,2,曆,li̍k,文,日,072-12-16,
22325,2,曉,hiáu,,日,072-12-16,
22326,2,樵,tsiâu,,木,075-12-16,
22327,2,樸,phok,文,木,075-12-16,
22328,2,樹,sū,文,木,075-12-16,
22329,2,樺,huâ,,木,075-12-16,
22330,2,樺,huā,,木,075-12-16,
22331,2,橂,tīng,替,木,075-12-16,
22332,2,橄,kám,文,木,075-12-16,
22333,2,橄,kan,文,木,075-12-16,
22334,2,橄,kann,白,木,075-12-16,
22335,2,橋,kiâu,文,木,075-12-16,
22336,2,橐,lak,替,木,075-12-16,
22337,2,機,ki,文,木,075-12-16,
22338,2,機,kui,白,木,075-12-16,
22339,2,橫,hîng,文,木,075-12-16,
22340,2,歷,li̍k,,止,077-12-16,
22341,2,澡,tsó,,水,085-13-16,
22342,2,澤,ti̍k,,水,085-13-16,
22343,2,澳,ò,,水,085-13-16,
22344,2,澳,ù,,水,085-13-16,
22345,2,濁,ta̍k,白,水,085-13-16,
22346,2,濁,to̍k,文,水,085-13-16,
22347,2,濃,lông,,水,085-13-16,
22348,2,燃,jiân/liân,文,火,086-12-16,
22349,2,燄,iām,,火,086-12-16,
22350,2,燕,iàn,文,火,086-12-16,
22351,2,獨,ta̍k,白,犬,094-13-16,
22352,2,獨,to̍k,文,犬,094-13-16,
22353,2,璞,phok,,玉,096-12-16,
22354,2,瓢,phiô,,瓜,097-11-16,
22355,2,瘰,luì,替,疒,104-11-16,
22356,2,瘼,mo̍oh,替,疒,104-11-16,
22357,2,磚,tsuan,文,石,112-11-16,
22358,2,磟,la̍k,,石,112-11-16,
22359,2,磨,môo,文,石,112-11-16,
22360,2,禦,gū,,示,113-11-16,
22361,2,穌,soo,,禾,115-11-16,
22362,2,窵,tiàu,,穴,116-11-16,
22363,2,窸,si,替,穴,116-11-16,
22364,2,窸,sī,替,穴,116-11-16,
22365,2,窸,si̍h,替,穴,116-11-16,
22366,2,窺,khui,,穴,116-11-16,
22367,2,築,tio̍k,,竹,118-10-16,
22368,2,篤,táu,替,竹,118-10-16,
22369,2,篤,tauh,替,竹,118-10-16,
22370,2,篤,tok,,竹,118-10-16,
22371,2,縐,tsò,,糸,120-10-16,
22372,2,縒,tsua̍h,替,糸,120-10-16,
22373,2,翰,hān,,羽,124-10-16,
22374,2,翱,kō,替,羽,124-10-16,
22375,2,膩,jī/lī,,肉,130-12-16,
22376,2,膫,liâu,替,肉,130-12-16,
22377,2,艙,tshng,白,舟,137-10-16,
22378,2,艙,tshong,文,舟,137-10-16,
22379,2,蕃,huan,,艸,140-12-16,
22380,2,蕉,tsiau,文,艸,140-12-16,
22381,2,蕉,tsio,白,艸,140-12-16,
22382,2,蕎,giō,替,艸,140-12-16,
22383,2,蕘,giô,替,艸,140-12-16,
22384,2,蕨,kueh,替,艸,140-12-16,
22385,2,蕩,tn̄g,白,艸,140-12-16,
22386,2,蕩,tōng,文,艸,140-12-16,
22387,2,蕭,siau,文,艸,140-12-16,
22388,2,蕭,sio,白,艸,140-12-16,
22389,2,融,hiông,,虫,142-10-16,
22390,2,融,iông,,虫,142-10-16,
22391,2,螕,pi,替,虫,142-10-16,
22392,2,螟,bîng,,虫,142-10-16,
22393,2,螢,îng,,虫,142-10-16,
22394,2,螢,hîng,,虫,142-10-16,
22395,2,衡,hîng,,行,144-10-16,
22396,2,褥,jio̍k/lio̍k,,衣,145-10-16,
22397,2,褥,lio̍k,,衣,145-10-16,
22398,2,親,tshenn/tshinn,白,見,147-09-16,[方]322
22399,2,觱,pi,,角,148-09-16,
22400,2,諜,tia̍p,,言,149-09-16,
22401,2,諦,tè,,言,149-09-16,
22402,2,諧,hâi,,言,149-09-16,
22403,2,諭,jū/lū,,言,149-09-16,
22404,2,諳,am,,言,149-09-16,
22405,2,諾,lo̍k,,言,149-09-16,
22406,2,謀,bôo,,言,149-09-16,[方]156
22407,2,謂,uī,,言,149-09-16,
22408,2,謔,giok,,言,149-09-16,
22409,2,豫,ū,,豕,152-09-16,
22410,2,貓,bâ,,豸,153-09-16,
22411,2,賴,nāi,文,貝,154-09-16,
22412,2,踴,ióng,,足,157-09-16,
22413,2,輯,tsi̍p,文,車,159-09-16,
22414,2,輯,tship,白,車,159-09-16,
22415,2,輻,hok,,車,159-09-16,
22416,2,辨,piān,,辛,160-09-16,
22417,2,遲,tî,,辵,162-12-16,
22418,2,遵,tsun,,辵,162-12-16,
22419,2,遺,uî,,辵,162-12-16,
22420,2,遼,liâu,,辵,162-12-16,
22421,2,醒,síng,文,酉,164-09-16,
22422,2,鋼,kong,文,金,167-08-16,
22423,2,錄,lio̍k,文,金,167-08-16,
22424,2,錄,li̍k,白,金,167-08-16,
22425,2,錐,tsui,,金,167-08-16,
22426,2,錠,tiānn,白,金,167-08-16,
22427,2,錠,tīng,文,金,167-08-16,
22428,2,錢,tsiân,文,金,167-08-16,
22429,2,錢,tshiân,俗,金,167-08-16,
22430,2,錦,gím,俗,金,167-08-16,
22431,2,錦,kím,,金,167-08-16,
22432,2,錦,gìm,替,金,167-08-16,
22433,2,錫,sik,文,金,167-08-16,
22434,2,錯,tshò,白,金,167-08-16,
22435,2,錯,tshok,文,金,167-08-16,
