主編號,屬性代號,詞目,音讀,文白,部首,部首序,方言差對應
22436,2,閻,giâm,,門,169-08-16,
22437,2,隧,suī,,阜,170-13-16,
22438,2,霎,sap,,雨,173-08-16,
22439,2,霎,tiap,替,雨,173-08-16,
22440,2,頭,thiô,文,頁,181-07-16,[方]273
22441,2,頭,thôo,文,頁,181-07-16,[方]273
22442,2,頸,kún,替,頁,181-07-16,
22443,2,頸,kíng,,頁,181-07-16,
22444,2,頹,tuê,,頁,181-07-16,
22445,2,頻,pîn,,頁,181-07-16,
22446,2,餐,tshan,,食,184-07-16,
22447,2,餞,tsiàn,,食,184-08-16,
22448,2,駱,lo̍k,,馬,187-06-16,
22449,2,骸,hâi,,骨,188-06-16,
22450,2,骿,phiann,替,骨,188-06-16,
22451,2,魽,kam,替,魚,195-05-16,
22452,2,鮑,pau,俗,魚,195-05-16,
22453,2,鮑,pāu,,魚,195-05-16,
22454,2,鮕,koo,,魚,195-05-16,
22455,2,鴒,līng,替,鳥,196-05-16,
22456,2,鴛,uan,,鳥,196-05-16,
22457,2,鴞,hio̍h,替,鳥,196-05-16,
22458,2,鴟,tshi,,鳥,196-05-16,
22459,2,鴟,lāi,替,鳥,196-05-16,
22460,2,鴣,koo,,鳥,196-05-16,
22461,2,鴦,iong,文,鳥,196-05-16,
22462,2,鴦,iunn,白,鳥,196-05-16,[方]059
22463,2,默,bi̍k,,黑,203-04-16,
22464,2,龍,gîng,白,龍,212-00-16,
22465,2,龍,long,替,龍,212-00-16,
22466,2,龜,kui,文,龜,213-00-16,
22467,2,償,sióng,俗,人,009-15-17,
22468,2,償,siông,,人,009-15-17,
22469,2,儡,lé,,人,009-15-17,
22470,2,優,iu,,人,009-15-17,
22471,2,儲,tû,,人,009-15-17,
22472,2,勵,lē,,力,019-15-17,
22473,2,嚇,hiannh,白,口,030-14-17,
22474,2,壓,ap,文,土,032-14-17,
22475,2,壕,hô,,土,032-14-17,
22476,2,嬭,lé,替,女,038-14-17,
22477,2,嬰,enn/inn,白,女,038-14-17,[方]056
22478,2,嬰,ing,文,女,038-14-17,
22479,2,嬰,ìnn,替,女,038-14-17,
22480,2,嶺,líng,文,山,046-14-17,
22481,2,嶼,sū,,山,046-14-17,[方]257
22482,2,嶽,ga̍k,,山,046-14-17,
22483,2,彌,mí,俗,弓,057-14-17,
22484,2,彌,nî,,弓,057-14-17,
22485,2,懂,táng,白,心,061-13-16,
22486,2,懂,tóng,文,心,061-13-16,
22487,2,懇,khún,,心,061-13-17,
22488,2,應,ing,文,心,061-13-17,
22489,2,應,ìng,文,心,061-13-17,
22490,2,懦,nōo,,心,061-14-17,
22491,2,戴,tài,文,戈,062-13-17,
22492,2,戴,tè,白,戈,062-13-17,[方]265
22493,2,擊,kik,,手,064-13-17,
22494,2,擎,khîng,,手,064-13-17,
22495,2,擎,king,,手,064-13-17,
22496,2,擬,gí,,手,064-14-17,
22497,2,斂,liám,,攴,066-13-17,
22498,2,斃,pē,,攴,066-13-17,
22499,2,曖,ài,,日,072-13-17,
22500,2,檀,tân,文,木,075-13-17,
22501,2,檜,kuè,,木,075-13-17,
22502,2,檢,kiám,,木,075-13-17,
22503,2,殭,khiong,,歹,078-13-17,
22504,2,殮,liām,,歹,078-13-17,
22505,2,氈,tsinn,,毛,082-13-17,
22506,2,澩,ha̍unnh,替,水,085-13-17,
22507,2,濟,tsè,,水,085-14-17,
22508,2,濤,tô,,水,085-14-17,
22509,2,濤,tôo,,水,085-14-17,
22510,2,濱,pin,,水,085-14-17,
22511,2,燦,tshàn,,火,086-13-17,
22512,2,爵,tsik,白,爪,087-13-17,
22513,2,爵,tsiok,文,爪,087-13-17,
22514,2,環,huân,文,玉,096-13-17,
22515,2,療,liâu,,疒,104-12-17,
22516,2,癆,lô,,疒,104-12-17,
22517,2,盪,tōng,文,皿,108-12-17,
22518,2,瞬,sùn,,目,109-12-17,
22519,2,瞭,liáu,,目,109-12-17,
22520,2,瞭,liâu,,目,109-12-17,
22521,2,瞳,tông,,目,109-12-17,
22522,2,矯,kiáu,,矢,111-12-17,
22523,2,磺,hông,,石,112-12-17,
22524,2,礁,tsiau,文,石,112-12-17,
22525,2,禪,siān,,示,113-12-17,
22526,2,篠,siāu,,竹,118-11-17,
22527,2,篠,siáu,,竹,118-11-17,
22528,2,篱,lē/luē,替,竹,118-11-17,
22529,2,篷,pông,白,竹,118-11-17,
22530,2,篷,hông,文,竹,118-11-17,
22531,2,篾,bia̍t,文,竹,118-11-17,
22532,2,簇,tshok,,竹,118-11-17,
22533,2,糙,tshò,,米,119-11-17,[方]344
22534,2,糜,mi,替,米,119-11-17,
22535,2,糞,hùn,文,米,119-11-17,
22536,2,糟,tsau,,米,119-11-17,
22537,2,糠,khong,文,米,119-11-17,
22538,2,縫,hông,文,糸,120-11-17,
22539,2,縭,lî,,糸,120-11-17,
22540,2,縮,siok,文,糸,120-11-17,
22541,2,縱,tshiong,,糸,120-11-17,
22542,2,縱,tshióng,,糸,120-11-17,
22543,2,縱,tshiòng,,糸,120-11-17,
22544,2,績,tseh,白,糸,120-11-17,
22545,2,績,tsik,文,糸,120-11-17,
22546,2,繁,huân,,糸,120-11-17,
22547,2,繆,biū,,糸,120-11-17,
22548,2,翳,è,文,羽,124-11-17,
22549,2,翳,ì,白,羽,124-11-17,
22550,2,翼,i̍k,文,羽,124-11-17,
22551,2,聰,tshong,,耳,128-11-17,
22552,2,聳,sáng,替,耳,128-11-17,
22553,2,膿,lông,文,肉,130-13-17,
22554,2,臁,liâm,替,肉,130-13-17,
22555,2,臆,ik,,肉,130-13-17,
22556,2,臉,liám,,肉,130-13-17,
22557,2,臉,lián,,肉,130-13-17,
22558,2,臊,tshau,替,肉,130-13-17,
22559,2,舉,kí/kú,,臼,134-10-17,[方]115
22560,2,艚,tsô,,舟,137-11-17,
22561,2,艱,kan,,艮,138-11-17,
22562,2,蕗,lōo,,艸,140-13-17,
22563,2,蕹,ìng,替,艸,140-13-17,
22564,2,蕾,luí,,艸,140-13-17,
22565,2,薁,ò,替,艸,140-13-17,
22566,2,薄,po̍k,文,艸,140-13-17,
22567,2,薇,bî,,艸,140-13-17,
22568,2,薈,huē,,艸,140-13-17,
22569,2,薏,ì,,艸,140-13-17,
22570,2,薐,lîng,替,艸,140-13-17,
22571,2,薔,tshiûnn,,艸,140-13-17,
22572,2,薦,tsì,替,艸,140-13-17,
22573,2,薪,sin,,艸,140-13-17,
22574,2,薯,tsû,文,艸,140-13-17,
22575,2,虧,khui,,虍,141-11-17,
22576,2,螺,lôo,文,虫,142-11-17,
22577,2,螿,tsiunn,,虫,142-11-17,[方]366
22578,2,蟀,sut,,虫,142-11-17,
22579,2,蟄,ti̍t,,虫,142-11-17,
22580,2,蟋,sih,白,虫,142-11-17,
22581,2,蟋,sik,文,虫,142-11-17,
22582,2,蟒,báng,白,虫,142-11-17,
22583,2,蟒,bóng,文,虫,142-11-17,
22584,2,襀,tsioh,替,衣,145-11-17,
22585,2,襄,siong,,衣,145-11-17,
22586,2,謄,thîng,,言,149-10-17,
22587,2,謊,hóng,,言,149-10-17,
22588,2,謊,hong,,言,149-10-17,
22589,2,謎,bī,,言,149-10-17,
22590,2,謗,pòng,,言,149-10-17,
22591,2,謙,khiam,,言,149-10-17,
22592,2,謝,tsiā,白,言,149-10-17,[方]225
22593,2,謠,iâu,,言,149-10-17,
22594,2,賺,tsuán,,貝,154-10-17,
22595,2,購,káng,俗,貝,154-10-17,
22596,2,購,kòo,,貝,154-10-17,
22597,2,賽,sài,文,貝,154-10-17,
22598,2,賽,sè,白,貝,154-10-17,
22599,2,蹈,tō,,足,157-10-17,
22601,2,蹉,tsho,,足,157-10-17,
22602,2,蹊,khi,,足,157-10-17,
22603,2,蹌,tshiáng,替,足,157-10-17,
22604,2,輾,tián,,車,159-10-17,
22605,2,轄,hat,,車,159-10-17,
22606,2,避,pī,,辵,162-13-17,
22607,2,邀,iau,文,辵,162-13-17,
22608,2,邀,io,白,辵,162-13-17,
22609,2,邁,māi,,辵,162-13-17,
22610,2,醜,tshiú,,酉,164-10-17,
22611,2,錨,bâ,白,金,167-09-17,
22612,2,錨,biâu,文,金,167-09-17,
22613,2,鍍,tōo,,金,167-09-17,
22614,2,鍘,tsa̍h,,金,167-09-17,
22615,2,鍵,kiān,,金,167-09-17,
22616,2,鍼,tsiam,,金,167-09-17,
22617,2,鍾,tsiong,文,金,167-09-17,
22619,2,闆,pán,,門,169-09-17,
22620,2,闇,am,替,門,169-09-17,
22621,2,雖,sui,,隹,172-09-17,
22622,2,霞,hâ,文,雨,173-09-17,
22623,2,鞠,kiok,,革,177-08-17,
22624,2,駿,tsùn,,馬,187-07-17,
22625,2,鮡,thiâu,替,魚,195-06-17,
22626,2,鮫,ka,,魚,195-06-17,
22627,2,鮮,sian,文,魚,195-06-17,
22628,2,鮮,sián,俗,魚,195-06-17,
22629,2,鴻,hông,,鳥,196-06-17,
22630,2,鴿,kah,白,鳥,196-06-17,
22631,2,鴿,kap,文,鳥,196-06-17,
22632,2,鵁,ka,替,鳥,196-06-17,
22633,2,黛,tāi,,黑,203-05-17,
22634,2,鼢,bùn,替,鼠,208-04-17,
22635,2,齋,tse,白,齊,210-03-17,
22636,2,叢,tsông,文,又,029-16-18,
22637,2,嚮,hiòng,,口,030-15-18,
22638,2,嬸,sím,文,女,038-15-18,
22639,2,擴,khok,替,手,064-15-18,
22640,2,擾,jiáu/liáu,,手,064-15-18,
22641,2,檫,tshat,替,木,075-14-18,
22642,2,檬,bóng,替,木,075-14-18,
22643,2,檳,pin,,木,075-14-18,
22644,2,檸,lê,,木,075-14-18,
22645,2,獵,la̍h,白,犬,094-15-18,
22646,2,獵,lia̍p,文,犬,094-15-18,
22647,2,璿,suân,,玉,096-14-18,
22648,2,癜,tiō,替,疒,104-13-18,
22649,2,瞻,tsiam,,目,109-13-18,
22650,2,礎,tshóo,,石,112-13-18,
22651,2,穡,sik,文,禾,115-13-18,
22652,2,穢,uè/è,,禾,115-13-18,
22653,2,竄,tshuàn,,穴,116-13-18,
22654,2,竅,khiàu,文,穴,116-13-18,
22655,2,竅,khiò,白,穴,116-13-18,
22656,2,簡,kán,,竹,118-12-18,
22657,2,簪,tsiam,,竹,118-12-18,
22658,2,罈,thâm,,缶,121-12-18,
22659,2,臍,tsê,文,肉,130-14-18,
22660,2,舊,kiū,文,臼,134-12-18,
22661,2,薩,sat,,艸,140-14-18,
22662,2,薺,tsî,替,艸,140-14-18,
22663,2,藉,tsiah,白,艸,140-14-18,
22664,2,藉,tsik,文,艸,140-14-18,
22665,2,藉,tsioh,俗,艸,140-14-18,
22666,2,藍,lâm,文,艸,140-14-18,
22667,2,藏,tsông,,艸,140-14-18,
22668,2,藏,tsōng,,艸,140-14-18,
22669,2,藐,biáu,,艸,140-14-18,
22670,2,蟧,lâ,替,虫,142-12-18,
22671,2,蟮,siān,替,虫,142-12-18,
22672,2,蟯,jiâu/liâu,,虫,142-12-18,
22674,2,覆,hok,文,襾,146-12-18,
22675,2,謬,biū,,言,149-11-18,
22676,2,謳,oo,,言,149-11-18,
22677,2,謹,kín,,言,149-11-18,
22678,2,豐,hong,文,豆,151-11-18,
22679,2,豐,phong,白,豆,151-11-18,
22680,2,贅,tsuè,,貝,154-11-18,
22681,2,蹟,tsik,,足,157-11-18,
22682,2,蹤,tsong,,足,157-11-18,
22683,2,蹧,tsau,,足,157-11-18,
22684,2,軀,khu,,身,158-11-18,
22685,2,轆,lak,替,車,159-11-18,
22686,2,轆,lo̍k,,車,159-11-18,
22687,2,轍,tia̍t,,車,159-11-18,
22688,2,釐,lî,,里,166-11-18,
22689,2,鎔,iûnn,,金,167-10-18,
22690,2,闔,ha̍p,,門,169-10-18,
22691,2,闕,khuat,,門,169-10-18,
22692,2,闖,tshuàng,,門,169-10-18,
22693,2,離,li,替,隹,172-11-19,
22694,2,鞦,tshiu,,革,177-09-18,
22695,2,鞭,mi,替,革,177-09-18,
22696,2,額,gi̍k,文,頁,181-09-18,
22697,2,顎,kok,替,頁,181-09-18,[方]087
22698,2,餾,liû,,食,184-10-18,
22699,2,騎,khî,文,馬,187-08-18,
22700,2,魍,báng,替,鬼,194-08-18,
22701,2,鮸,bián,,魚,195-07-18,
22702,2,鯉,lí,替,魚,195-07-18,
22703,2,鯊,sua,,魚,195-07-18,
22704,2,鵑,kuan,,鳥,196-07-18,
22705,2,鵝,ngôo,文,鳥,196-07-18,
22706,2,鵠,khok,替,鳥,196-07-18,
22707,2,儳,sâm,替,人,009-17-19,
22708,2,嚨,lông,文,口,030-16-19,
22709,2,嚨,nâ,白,口,030-16-19,
22710,2,壞,huāi,,土,032-16-19,
22711,2,壟,lóng,,土,032-16-19,
22712,2,壢,li̍k,,土,032-16-19,
22713,2,寵,thíng,白,宀,040-16-19,
22714,2,寵,thióng,文,宀,040-16-19,
22715,2,懲,tîng,,心,061-15-19,
22716,2,懵,bóng,替,心,061-16-19,
22717,2,懵,bòng,替,心,061-16-19,
22718,2,懶,nuā,白,心,061-16-19,
22719,2,懷,huâi,,心,061-16-19,
22720,2,曝,pho̍k,文,日,072-15-19,
22721,2,曠,khòng,,日,072-15-19,
22722,2,瀘,lū,,水,085-16-19,
22723,2,瀚,hān,,水,085-16-19,
22724,2,瀟,siau,,水,085-16-19,
22725,2,爆,po̍k,,火,086-15-19,
22726,2,牘,to̍k,,片,091-15-19,
22727,2,犢,to̍k,,牛,093-15-19,
22728,2,獸,siù,,犬,094-15-19,
22729,2,獺,thuah,,犬,094-16-19,
22730,2,瓊,khîng,白,玉,096-15-19,
22731,2,瓊,khiông,文,玉,096-15-19,
22732,2,疆,kiong,,田,102-14-19,
22733,2,癡,tshi,,疒,104-14-19,
22734,2,矇,bông,,目,109-14-19,
22735,2,禱,tó,,示,113-14-19,
22736,2,穫,hi̍k,,禾,115-14-19,
22737,2,簷,tsînn,白,竹,118-13-19,
22738,2,簷,liâm,文,竹,118-13-19,
22739,2,簾,nî,白,竹,118-13-19,
22740,2,簿,pho̍k,俗,竹,118-13-19,
22741,2,繩,sîng,文,糸,120-13-19,
22742,2,繪,huē,,糸,120-13-19,
22743,2,羅,lô,,网,122-14-19,[方]139
22744,2,羹,king,文,羊,123-13-19,
22745,2,臘,la̍h,白,肉,130-15-19,
22746,2,臘,lia̍p,文,肉,130-15-19,
22747,2,藕,ngāu,,艸,140-15-19,
22748,2,藤,tîng,文,艸,140-15-19,
22749,2,藥,io̍k,文,艸,140-15-19,
22750,2,藩,huan,文,艸,140-15-19,
22751,2,藩,phuan,白,艸,140-15-19,
22752,2,蟹,hāi,文,虫,142-13-19,
22753,2,蟹,hē,白,虫,142-13-19,
22754,2,蟻,gí,文,虫,142-13-19,
22755,2,蟻,hiā,白,虫,142-13-19,
22756,2,蟾,siâm,,虫,142-13-19,
22757,2,蠅,sîn,,虫,142-13-19,
22758,2,蠍,giat,,虫,142-13-19,
22759,2,襞,phé,替,衣,145-13-19,
22760,2,襟,khim,,衣,145-13-19,
22761,2,譁,huā,,言,149-12-19,
22762,2,譎,khiat,替,言,149-12-19,
22763,2,譏,ki,,言,149-12-19,
22764,2,譚,tâm,,言,149-12-19,
22765,2,贈,tsīng,,貝,154-12-19,
22766,2,贊,tsàn,,貝,154-12-19,
22767,2,贊,tsān,替,貝,154-12-19,
22768,2,蹬,tenn,替,足,157-12-19,[方]283
22769,2,蹲,tsun,,足,157-12-19,
22770,2,躇,tû,,足,157-12-19,
22771,2,轎,kiau,俗,車,159-12-19,
22772,2,轎,kiāu,文,車,159-12-19,
22773,2,醮,tsiàu,文,酉,164-12-19,
22774,2,醮,tsiò,白,酉,164-12-19,
22775,2,鏃,tso̍k,,金,167-11-19,
22776,2,鏘,tshiong,,金,167-11-19,
22777,2,難,lân,,隹,172-11-19,
22778,2,顛,thian,替,頁,181-10-19,
22779,2,顛,tian,,頁,181-10-19,
22780,2,饅,bán,俗,食,184-11-19,
22781,2,饅,bân,,食,184-11-19,
22782,2,鯗,siúnn,,魚,195-08-19,
22783,2,鯧,tshiunn,,魚,195-08-19,[方]327
22784,2,鯪,lâ,替,魚,195-08-19,
22785,2,鯮,tsang,替,魚,195-08-19,
22786,2,鯰,liâm,,魚,195-08-19,
22787,2,鵪,ian,,鳥,196-08-19,
22788,2,鵬,pîng,,鳥,196-08-19,
22789,2,鵬,phîng,,鳥,196-08-19,
22790,2,鵰,tiau,,鳥,196-08-19,
22791,2,鵻,tsui,替,鳥,196-08-19,
22792,2,鶉,tshun,文,鳥,196-08-19,
22793,2,鶉,tun,白,鳥,196-08-19,
22794,2,麒,kî,,鹿,198-08-19,
22795,2,麗,lê,,鹿,198-08-19,
22796,2,麗,lē,,鹿,198-08-19,
22797,2,龐,pâng,,广,053-16-19,
22798,2,嚶,inn,,口,030-17-20,
22799,2,孀,song,,女,038-17-20,
22800,2,孽,gia̍t,,子,039-17-20,
22801,2,懸,hiân,文,心,061-16-20,
22802,2,懺,tshàm,,心,061-17-20,
22803,2,攔,lân,文,手,064-17-20,
22804,2,攔,nuâ,白,手,064-17-20,
22805,2,攕,tshiam,替,手,064-17-20,
22806,2,櫳,lông,,木,075-16-20,
22807,2,瀾,lân,,水,085-17-20,
22808,2,癢,ióng,文,疒,104-15-20,
22809,2,竇,tōo,,穴,116-15-20,
22810,2,競,kīng,,立,117-15-20,
22811,2,籃,lâm,文,竹,118-14-20,
22812,2,籌,tiû,,竹,118-14-20,
22813,2,籍,tsi̍k,,竹,118-14-20,
22814,2,繼,kè,,糸,120-14-20,
22815,2,耀,iāu,,羽,124-14-20,
22816,2,艦,kàm,俗,舟,137-14-20,
22817,2,艦,lām,,舟,137-14-20,
22818,2,藹,ái,,艸,140-16-20,
22819,2,蘆,lôo,,艸,140-16-20,
22820,2,蘇,soo,,艸,140-16-20,
22821,2,蘋,phōng,,艸,140-16-20,
22822,2,蘑,môo,,艸,140-16-20,
22823,2,蠐,tsê,替,虫,142-14-20,
22824,2,蠕,jû/lû,文,虫,142-14-20,
22825,2,蠕,lùn,白,虫,142-14-20,
22826,2,蠘,tshi̍h,替,虫,142-14-20,
22827,2,襤,lâm,,衣,145-14-20,
22828,2,覺,kak,,見,147-13-20,
22829,2,觸,tshik,白,角,148-13-20,
22830,2,觸,tshiok,文,角,148-13-20,
22831,2,警,kíng,,言,149-13-20,
22832,2,譬,phì,,言,149-13-20,
22833,2,譯,i̍k,,言,149-13-20,
22834,2,議,gī,,言,149-13-20,
22835,2,贏,îng,文,貝,154-13-20,
22836,2,躂,that,,足,157-13-20,
22837,2,醴,lé,,酉,164-13-20,
22838,2,釋,sik,,釆,165-13-20,
22839,2,鏽,siù,,金,167-12-20,
22840,2,鐃,lâu,文,金,167-12-20,
22841,2,鐃,nâ,白,金,167-12-20,
22842,2,鐐,liâu,,金,167-12-20,
22843,2,闡,tshián,,門,169-12-20,
22844,2,顢,bān,替,頁,181-11-20,
22845,2,馨,hiong,,香,186-11-20,
22846,2,馨,hing,,香,186-11-20,
22847,2,騰,thîng,,馬,187-10-20,
22848,2,騷,so,,馬,187-10-20,
22849,2,鰇,jiû/liû,,魚,195-09-20,
22850,2,鰗,hôo,替,魚,195-09-20,
22851,2,鶖,tshiu,替,鳥,196-09-20,
22852,2,鶿,tsî,替,鳥,196-09-20,
22853,2,麵,biān,文,麥,199-09-20,
22854,2,齡,lîng,,齒,211-05-20,
22855,2,囂,hiau,,口,030-18-21,
22856,2,屬,tsiok,,尸,044-18-21,
22857,2,屬,sio̍k,,尸,044-18-21,
22858,2,懼,kū,,心,061-18-21,
22859,2,攜,hê,,手,064-18-21,
22860,2,櫻,ing,,木,075-17-21,
22861,2,欄,lân,文,木,075-17-21,
22862,2,爛,lān,文,火,086-17-21,
22863,2,犧,hi,,牛,093-16-20,
22864,2,癩,thái,替,疒,104-16-21,
22865,2,礱,lâng,,石,112-16-21,
22866,2,籐,tîn,,竹,118-15-21,
22867,2,續,sio̍k,,糸,120-15-21,
22868,2,纏,tiân,文,糸,120-15-21,
22869,2,蘭,liân,替,艸,140-17-21,
22870,2,蠟,la̍p,文,虫,142-15-21,
22871,2,襪,bua̍t,文,衣,145-15-21,
22872,2,覽,lám,,見,147-14-21,
22873,2,譴,khián,,言,149-14-21,
22874,2,譴,khiàn,替,言,149-14-21,
22875,2,護,hōo,,言,149-14-21,
22876,2,譽,ū,,言,149-14-21,
22877,2,贐,tsīn,,貝,154-14-21,
22878,2,贓,tsng,白,貝,154-14-21,
22879,2,贓,tsong,文,貝,154-14-21,
22880,2,躊,tiû,,足,157-14-21,
22881,2,躍,io̍k,,足,157-14-21,
22882,2,轟,hong,,車,159-14-21,
22883,2,鐳,luî,,金,167-13-21,
22884,2,鐵,thiat,文,金,167-13-21,
22885,2,闢,pi̍k,,門,169-13-21,
22886,2,露,lo̍k,俗,雨,173-13-21,
22887,2,霹,phik,,雨,173-13-21,
22889,2,響,hióng,,音,180-12-21,
22890,2,飆,phiau,,風,182-12-21,
22891,2,饗,hiáng,,食,184-12-21,
22892,2,驅,khu,,馬,187-11-21,
22893,2,魔,môo,,鬼,194-11-21,
22894,2,鰡,liu,替,魚,195-10-21,
22895,2,鰮,un,替,魚,195-10-21,
22896,2,鶯,ing,,鳥,196-10-21,
22897,2,鶴,ho̍k,文,鳥,196-10-21,
22898,2,麝,siā,,鹿,198-10-21,
22899,2,黯,ám,,黑,203-09-21,
22900,2,囉,lo,替,口,030-19-22,
22901,2,囉,lô,替,口,030-19-22,
22902,2,懿,ì,,心,061-18-22,
22903,2,攤,than,文,手,064-19-22,
22904,2,歡,huan,文,欠,076-18-22,
22905,2,歡,huann,白,欠,076-18-22,
22906,2,灑,sá,,水,085-19-22,
22907,2,灘,than,,水,085-19-22,
22908,2,瓤,jiông/liông,文,瓜,097-17-22,
22909,2,癮,ín,,疒,104-17-22,
22910,2,籠,lóng,文,竹,118-16-22,
22911,2,糴,ti̍k,文,米,119-16-22,
22912,2,聽,thing,文,耳,128-16-22,
22913,2,聾,lâng,白,耳,128-16-22,
22914,2,聾,lông,文,耳,128-16-22,
22915,2,臟,tsn̄g,白,肉,130-18-22,
22916,2,臟,tsōng,文,肉,130-18-22,
22917,2,襲,si̍p,,衣,145-16-22,
22918,2,讀,tāu,白,言,149-15-22,
22919,2,讀,tōo,文,言,149-15-22,
22920,2,鑑,kàm,,金,167-14-22,
22921,2,驍,hiau,,馬,187-12-22,
22922,2,驕,kiau,,馬,187-12-22,
22923,2,鬚,su,文,髟,190-12-22,
22924,2,鱈,suat,,魚,195-11-22,
22925,2,鱉,piat,文,魚,195-11-22,
22926,2,鷓,tsià,,鳥,196-11-22,
22927,2,鷗,oo,,鳥,196-11-22,
22928,2,麶,thi,,麥,199-11-22,
22929,2,龕,kham,,龍,212-06-22,
22930,2,戀,luân,俗,心,061-19-23,
22931,2,竊,tshiat,,穴,116-18-23,
22932,2,竊,tshiap,,穴,116-18-23,
22933,2,纓,enn,白,糸,120-17-23,
22934,2,纓,iann,白,糸,120-17-23,
22935,2,纓,ing,文,糸,120-17-23,
22936,2,纓,inn,替,糸,120-17-23,
22937,2,纖,siam,替,糸,120-17-23,
22938,2,臢,tsa,替,肉,130-19-23,
22939,2,鑠,siak,替,金,167-15-23,
22940,2,鑢,lē/luē,替,金,167-15-23,[方]146
22941,2,驚,kenn,白,馬,187-13-23,[方]101
22942,2,驚,king,文,馬,187-13-23,
22943,2,驛,i̍k,文,馬,187-13-23,
22944,2,髓,tshuí,文,骨,188-13-23,
22945,2,體,thái,白,骨,188-13-23,
22946,2,鱔,siān,,魚,195-12-23,
22947,2,鱗,lîn,文,魚,195-12-23,
22948,2,鱙,jiâu/liâu,,魚,195-12-23,
22949,2,鷥,si,,鳥,196-12-23,
22950,2,麟,lîn,,鹿,198-12-23,
22951,2,黐,thi,替,黍,202-11-23,
22952,2,囑,tsiok,,口,030-21-24,
22953,2,壩,pà,,土,032-21-24,
22954,2,壩,pè,,土,032-21-24,
22955,2,蠶,tshâm,文,虫,142-18-24,[方]310
22956,2,蠶,thâm,白,虫,142-18-24,[方]310
22957,2,讓,jiōng/liōng,文,言,149-17-24,
22958,2,釀,jiōng/liōng,,酉,164-17-24,
22959,2,鑫,him,,金,167-16-24,
22960,2,靂,li̍k,,雨,173-16-24,
22961,2,韆,tshian,,革,177-15-24,
22963,2,鬢,pìn,,髟,190-14-24,
22964,2,鷺,lōo,,鳥,196-13-24,
22965,2,鹼,kiám,文,鹵,197-13-24,
22966,2,齷,ak,替,齒,211-09-24,
22967,2,廳,thing,文,广,053-22-25,
22968,2,欖,ná,白,木,075-21-25,
22969,2,灣,uân,,水,085-22-25,
22970,2,籬,lî,,竹,118-19-25,
22971,2,籮,lô,文,竹,118-19-25,
22972,2,籮,luâ,白,竹,118-19-25,
22973,2,糶,thiàu,文,米,119-19-25,
22974,2,蠻,bân,,虫,142-19-25,
22975,2,觀,kuan,文,見,147-18-25,
22976,2,觀,kuàn,白,見,147-18-25,
22977,2,鑰,io̍h,白,金,167-17-25,
22978,2,鑰,io̍k,文,金,167-17-25,
22979,2,齻,tsan,替,齒,211-10-25,
22980,2,讚,tsàn,,言,149-19-26,
22981,2,鱲,la̍h,替,魚,195-15-26,
22982,2,纜,lám,文,糸,120-21-27,
22983,2,纜,lām,白,糸,120-21-27,
22984,2,蚻,tsua̍h,替,虫,142-05-11,
22985,2,鑽,tsuàn,文,金,167-19-27,
22986,2,顴,kuàn,,頁,181-18-27,
22987,2,鱷,kho̍k,,魚,195-16-27,
22988,2,鸕,lôo,,鳥,196-16-27,
22989,2,豔,iām,,豆,151-21-28,
22990,2,鑿,tsho̍k,文,金,167-20-28,
22991,2,鸚,ing,,鳥,196-17-28,
22992,2,鱺,lē,替,魚,195-19-30,
22993,2,鸞,luân,,鳥,196-19-30,
22994,2,籲,io̍k,,竹,118-26-32,
22995,2,硓,lóo,,石,112-06-11,
22996,2,鮘,tai,替,魚,195-05-16,
22997,2,䘥,kah,,衣,145-05-10,
22998,2,𣮈,khu̍t,替,毛,082-08-12,
22999,2,𦉎,sui,替,缶,121-11-17,
23000,2,𥑮,kóo,替,石,112-05-10,
23001,2,𨑨,tshit,替,辵,162-04-08,
23002,2,㷮,tsau,替,火,086-11-15,
23003,2,䈄,ham,替,竹,118-08-14,
23004,2,𦟪,liân,替,肉,130-11-15,
23005,2,𤺅,tshè,替,疒,104-12-17,
23006,2,𧿳,phu̍t,替,足,157-06-12,
23007,2,𧌄,am,,虫,142-08-14,
23008,2,䢢,tshiāng,替,辵,162-10-14,
23009,2,㴙,tsha̍p,替,水,085-09-12,
23010,2,䲅,kui,替,魚,195-11-22,
23011,2,𩸶,gām,替,魚,195-08-19,
23012,2,,ko,替,疒,104-10-15,
23014,2,諺,gān,,言,149-09-16,
23015,2,焦,na,替,火,086-08-12,
23016,2,哖,nî,替,口,030-06-09,
23017,2,胿,kuai,,肉,130-06-10,
23018,2,哉,tsai,,口,030-06-09,
23019,2,蓋,kap,文,艸,140-10-14,
23020,2,梔,ki,,木,075-07-11,
23021,2,林,ná,替,木,075-04-08,
23022,2,鬧,lāu,,鬥,191-05-15,
23023,2,跡,tsiah,白,足,157-06-13,
23025,2,猶,iu,,犬,094-09-12,
23026,2,妝,tsong,文,女,038-04-07,
23027,2,成,tshiânn,白,戈,062-02-06,
23028,2,悼,tō,,心,061-08-11,
23029,2,旋,suân,,方,070-07-11,
23030,2,頌,siōng,,頁,181-04-13,
23031,2,戀,luān,,心,061-19-23,
23032,2,欖,lám,文,木,075-21-25,
23033,2,憔,tsiâu,,心,061-12-15,
23034,2,悴,tsuī,,心,061-08-11,
23035,2,薦,tsiàn,,艸,140-13-17,
23036,2,蘊,ùn,,艸,140-16-20,
23037,2,最,tsuè,,冂,013-10-12,
