華語,詞條編號,詞條名稱
樂,41236,樂
樂器,50600,樂器
樂園,11168,樂園
樂團,50263,樂團
樂壇,52858,樂壇
樂手,53273,樂手
樂捐,9356,募捐
樂捐,7172,寄付
樂曲,51336,樂曲
樂樂溪,38060,樂樂溪
樂界,54599,樂界
樂章,50800,樂章
樂觀,11182,樂觀
樂迷,53274,樂迷
樂隊,11167,樂隊
樂音,54600,樂音
樊,41237,樊
樓,11183,樓
樓,41238,樓
樓上,11207,樓頂
樓下,11211,樓跤
樓中樓,1613,半樓仔
樓層,54598,樓層
樓房,11194,樓仔
樓房,11196,樓仔厝
樓梯,11206,樓梯
標,11184,標
標,11185,標
標明,54597,標明
標會,11208,標會仔
標本,11197,標本
標準,11209,標準
標示,4331,注
標示,50507,標示
標緻,11203,標致
標致,11203,標致
標記,52285,標記
標誌,52560,標誌
標題,52561,標題
標點,53836,標點
樟,11186,樟
樟樹,11195,樟仔
樟腦,11210,樟腦
樟腦丸,6564,臭丸
樟腦寮,34231,樟腦寮
模,11188,模
模仿,11643,學
模仿,52084,模仿
模仿別人,11644,學人
模型,51010,模型
模子,11188,模
模式,50163,模式
模擬,50860,模擬
模樣,11212,模樣
模樣,3146,形
模樣,3181,形狀
模樣,13316,體
模範,11213,模範
模糊,12938,霧
模糊,12958,霧霧
模組,50573,模組
樣,11189,樣
樣品,8012,貨樣
樣品,31132,sam35 phu55 luh3
樣子,3146,形
樣式,54596,樣式
樣本,8012,貨樣
樣本,3429,見本
樣本,31132,sam35 phu55 luh3
樸實,2564,樸實
樹,11732,樹
樹,11740,樹仔
樹上,11764,樹頭
樹子,6409,破布子
樹子,11737,樹子
樹幹,11746,樹身
樹木,11740,樹仔
樹木,11739,樹木
樹杈,11756,樹椏
樹杞林,40230,樹杞林
樹林,11747,樹林
樹林,34006,樹林
樹林口,40231,樹林口
樹林市,35033,樹林市
樹枝,11748,樹枝
樹枝,11757,樹絡
樹根,11749,樹根
樹根,11764,樹頭
樹梢,11744,樹尾
樹脂,11187,樠
樹苗,11750,樹栽
樹葉,53858,樹葉
樹蔭,11761,樹蔭
樹薯,11766,樹薯
橄欖,11769,橄欖
橋,11733,橋
橋上,11754,橋頂
橋下,11759,橋跤
橋仔頭,40229,橋仔頭
橋墩,11760,橋墩
橋頭,11765,橋頭
橋頭,34068,橋頭
橋頭火車站,36104,橋頭火車站
橋頭糖廠,36103,橋頭糖廠
橋頭鄉,35260,橋頭鄉
橐駝,6363,痀
橘,5100,柑仔
橘子,5100,柑仔
橘子,8560,椪柑
橘黃色,5104,柑仔色
橙色,5104,柑仔色
機制,52874,機制
機動,52300,機動
機器,11752,機械
機器,11762,機器
機器桶,11763,機器桶
機器桶,10548,摔桶
機型,51741,機型
機場,11755,機場
機密,11751,機密
機師,50864,機師
機房,52090,機房
機會,11758,機會
機會,6084,時機
機械,11752,機械
機構,50155,機構
機油,6283,烏油
機油,54628,機油
機率,50378,機率
機票,53295,機票
機緣,52301,機緣
機能,51176,機能
機車,51012,機車
機車,31114,oo33 too55 bai51
機運,2404,字運
機長,52299,機長
機關,11767,機關
機關槍,11768,機關銃
機電,53859,機電
橡皮,11742,樹奶
橡皮擦,4933,拭仔
橡膠拖鞋,31093,loo55 li55 a51
橫,11770,橫
橫向,54627,橫向
橫向翻筋斗,4183,拋麒麟
橫山,34213,橫山
橫山鄉,35091,橫山鄉
橫木,3229,杆
橫木,10227,過門
橫木,6119,栓仔
橫痃,2028,生檨仔
橫笛,13538,𥰔
橫豎,11783,橫直
橫財,11792,橫財
檀,12220,檀
檔,12221,檔
檔名,52882,檔名
檔期,51747,檔期
檔案,12231,檔案
檜木,4249,松梧
檜木,31043,hi33 noo55 khih3
檢定,12226,檢定
檢察官,12233,檢察官
檢尋,5089,查
檢方,50903,檢方
檢查,12236,檢驗
檢查,12230,檢查
檢查,5089,查
檢測,51748,檢測
檢疫,53312,檢疫
檢索,51179,檢索
檢舉,12234,檢舉
檢視,5089,查
檢視,51913,檢視
檢討,12232,檢討
檢討,9761,照鏡
檢警,53313,檢警
檢驗,12236,檢驗
檢點,12235,檢點
檯面,52313,檯面
檳榔,12549,檳榔
檳榔,8933,菁仔
檳榔樹,8934,菁仔欉
檸檬,12550,檸檬
檸檬,31085,le33 bong51
櫃,12541,櫃
櫃台,50758,櫃台
櫃臺,50758,櫃台
櫓,12809,櫓
櫥,12810,櫥
櫥,12813,櫥仔
櫥櫃,9004,菜櫥
櫥窗,51594,櫥窗
櫻桃,13138,櫻桃
櫻花,13133,櫻花
櫻花,31127,sa33 khu55 lah3
櫼,13122,櫼
欄,13123,欄
欄位,54714,欄位
欄杆,13132,欄杆
欉,13230,欉
權,13231,權
權利,13234,權利
權力,13232,權力
權勢,9332,勢力
權勢,9374,勢頭
權勢,53906,權勢
權威,13237,權威
權益,50759,權益
權臣,367,大官虎
權限,13238,權限
欠,815,欠
欠債,5560,負債
欠債,1102,欠債
欠帳,1155,欠數
次,3223,改
次,12517,擺
次,10180,遍
次,2452,次
次年,4227,明年
次序,11512,輪
次序,53505,次序
次日,10327,隔日
次日,10381,隔轉日
次男支系,115,二房
次要,51795,次要
次長,52147,次長
欣慰,2414,安慰
欣羨,4312,欣羨
欣賞,4319,欣賞
欲,7493,欲
欲望,52787,欲望
欲速則不達,10796,緊事寬辦
欺,8543,欺
欺凌,8562,欺負
欺凌,5762,凌治
欺善怕惡,5650,食軟驚硬
欺悔,8562,欺負
欺瞞,8566,欺瞞
欺瞞,11855,瞞騙
欺負,8562,欺負
欺負,5762,凌治
欺負,8248,創景
欺負,8224,創治
欺負新人,5633,食倯
欺負老實人,5633,食倯
欺軟怕硬,5650,食軟驚硬
欺騙,8566,欺瞞
欺騙,11855,瞞騙
欺騙,12968,騙鬼
欺騙,52241,欺騙
欽佩,3567,佩服
款,8544,款
款,8545,款
款子,12050,錢項
款式,13316,體
款式,51870,款式
款待,8559,款待
款待,4069,招待
款項,12050,錢項
歆羨,4312,欣羨
歇,9663,歇
歇宿,9695,歇暗
歇宿,9702,歇暝
歇後語,12997,孽譎仔話
歇息,9694,歇睏
歇息,8236,喘氣
歇腳,7010,停跤
歉收,1713,失收
歉歲,912,歹年冬
歌,2448,曲
歌,10594,歌
歌,10595,歌
歌仔戲,10610,歌仔戲
歌劇,50472,歌劇
歌壇,51890,歌壇
歌手,10603,歌手
歌星,53253,歌星
歌曲,10612,歌曲
歌聲,52270,歌聲
歌舞,51889,歌舞
歌舞團,10630,歌舞團
歌詞,52841,歌詞
歌謠,10632,歌謠
歌迷,51888,歌迷
歐,41239,歐
歐吉桑,31110,oo33 ji55 sang51
歐巴桑,31109,oo33 ba55 sang51
歐式,53837,歐式
歐氏管,2823,耳甕仔
歐盟,53838,歐盟
歐陽,41241,歐陽
歡呼,51599,歡呼
歡喜,13241,歡喜
歡喜,11145,樂
歡喜,11171,樂暢
歡天喜地,13243,歡頭喜面
歡樂,50623,歡樂
歡歡喜喜,13244,歡歡喜喜
歡迎,13236,歡迎
歡送,13239,歡送
止,8794,硩
止,816,止
止咳,8834,硩嗽
止咳,1135,止嗽
止渴,1078,止喙焦
止痛,1041,止疼
止血,930,止血
正,1665,正
正,1666,正
正值,9779,當咧
正值,1665,正
正午,7934,透中晝
正名,843,戶口名
正在,2922,佇咧
正在,9779,當咧
正好,4007,拄仔好
正宗,1787,正港
正宗,53473,正宗
正室,396,大某
正巧,13599,䢢拄䢢
正常,2325,好好人
正常,50144,正常
正式,1803,正經
正式,1712,正式
正房,1724,正身
正是,8330,就是
正是,50157,正是
正月,1690,正月
正本,1702,正本
正業,1779,正途
正派,1803,正經
正派,1746,正派
正番鴨,5422,紅面鴨
正當,1799,正當
正確,50158,正確
正統,1775,正統
正經,1803,正經
正義,1804,正義
正要,4105,拄欲
正視,52964,正視
正路,1808,正路
正路,1779,正途
正途,1808,正路
正途,1779,正途
正門,1741,正門
正面,1750,正面
正餐,1810,正頓
此,2453,此
此外,50077,此外
此時,51506,此時
步,3289,步
步,41065,步
步入,52674,步入
步行,3337,步輦
步調,53020,步調
武,4265,武
武,41087,武
武俠,52698,武俠
武力,51813,武力
武功,54136,武功
武器,4320,武器
武塔,34148,武塔
武士,51382,武士
武士林,40110,武士林
武將,54137,武將
武林,52697,武林
武生,4285,武生
武聖廟,39019,武聖廟
武藝,4325,武藝
武術,53565,武術
武裝,52165,武裝
歧視,10926,輕視
歧視,51980,歧視
歪,5135,歪
歪七扭八,5175,歪膏揤斜
歪嘴,5170,歪喙
歪置,3750,坦敧
歲,9664,歲
歲,9665,歲
歲數,9707,歲頭
歲月,50944,歲月
歲末,2335,年尾
歷代,52875,歷代
歷來,53860,歷來
歷史,11779,歷史
歷史博物館,33046,歷史博物館
歷練,53861,歷練
歸,12448,還
歸,12542,歸
歸仁鄉,35247,歸仁鄉
歸來,34098,歸來
歸寧,6987,做客
歸屬,4025,所有
歸屬,52582,歸屬
歸納,53326,歸納
歸類,54664,歸類
歹徒,829,歹人
歹徒,50360,歹徒
歹路,1122,歹路
死,185,亡
死,2477,曲去
死,2454,死
死,2468,死亡
死,2455,死
死亡,10057,解脫
死亡,8881,結果
死亡,10235,過氣
死亡,10222,過往
死亡,10219,過身
死亡,3912,往生
死亡,2468,死亡
死人,2462,死人
死傷,54069,死傷
死刑,2483,死刑
死去,53506,死去
死去活來,7507,欲死欲活
死命抓住,4039,拑牢牢
死因,51507,死因
死在路邊,2560,死路旁
死巷,8625,無尾巷
死心,2472,死心
死心塌地,10793,綿死綿爛
死板,1493,古板
死板,2502,死板
死水,2553,死窟仔水
死水,2509,死泉
死活,2510,死活
死海,51955,死海
死症,2525,死症
死相,2464,死人款
死結,2543,死結
死罪,2554,死罪
死者,52386,死者
死胡同,8625,無尾巷
死角,53507,死角
死路,2558,死路
死路,8908,絕路
死路旁,2560,死路旁
死鬼,11899,膨肚短命
殖民,53731,殖民
殖民者,54773,殖民者
殘忍,10908,酷刑
殘忍,8556,殘忍
殘渣,7739,粕
殘留,52242,殘留
殘羹,8970,菜尾
殘羹,8974,菜底
殘酷,10908,酷刑
殘酷,8565,殘酷
殘障,6416,破相
殘障,50997,殘障
殘骸,51425,殘骸
殭屍,11370,蔭身
殭屍,12228,殭屍
殯儀館,53885,殯儀館
段,5136,段
段,41109,段
段落,3052,坎站
段落,6156,根節
段落,51821,段落
殷,41139,殷
殺,7496,殺
殺,2959,刣
殺一儆百,3026,刣雞教猴
殺人,51313,殺人
殺害,7516,殺害
殺手,7500,殺手
殺死,2994,刣死
殺氣,7518,殺氣
殺生,7505,殺生
殺蟲劑,13049,蠓仔水
殺雞儆猴,3026,刣雞教猴
殺頭,3024,刣頭
殺頭,12957,鏨頭
殼,8547,殼
殿後,4067,押後
毀,9666,毀
毀壞,3996,拍歹
毀壞,6400,破
毀壞,6442,破壞
毀滅,51880,毀滅
母,1667,母
母,1669,母
母,9435,媽
母,1667,母
母,1669,母
母,9435,媽
母子,1696,母仔囝
母子椅,1708,母囝椅
母校,1756,母校
母火雞,1301,火雞母
母牛,1239,牛母
母狗,4355,狗母
母的,1739,母的
母羊,2652,羊母
母老虎,4613,虎豹母
母老虎,3663,刺查某
母舅,1805,母舅
母親,4540,阿母
母親,4597,阿娘
母親,1668,母
母親,1820,母親
母親,2654,老母
母親,3786,姆仔
母親,5895,娘嬭
母親,31061,kha51 sang11
母親,31062,kha51 tsiang11
母語,53474,母語
母錢,1823,母錢
母雞,12705,雞母
母雞,12747,雞僆仔
母雞下蛋前叫聲,3748,呼蛋
母雞下蛋後叫聲,4062,拍咯雞
母體,1725,母身
母體,1842,母體
每,3398,見
每,3290,每
每一,7921,逐
每一件,9982,萬項
每一項,9982,萬項
每位,2179,各位
每個,7921,逐
每個,7933,逐个
每天,3303,每日
每天,7938,逐日
每天晚上,7997,逐暗
每年,3311,每年
每年,7952,逐年
每日,3303,每日
每次,3521,見擺
每次,8019,逐擺
每次,2864,串
毒,5138,毒
毒,5137,毒
毒品,51393,毒品
毒害,54192,毒害
毒性,51822,毒性
毒手,5149,毒手
毒死,52719,毒死
毒素,12262,癀
毒素,54193,毒素
毒藥,5181,毒藥
毒計,5161,毒計
比,819,比
比例,50188,比例
比喻,1079,比喻
比喻,962,比並
比如,13065,譬喻
比如,1161,比論
比如,50763,比如
比對,52126,比對
比數,53986,比數
比方,13065,譬喻
比方,1079,比喻
比方,1161,比論
比方說,13073,譬論講
比武,979,比武
比照,5000,按
比照,52125,比照
比率,50444,比率
比目魚,4971,扁魚
比試,1195,比賽
比賽,1195,比賽
比較,10172,較
比較,3533,並
比較,1125,比較
比較,962,比並
比重,50653,比重
毛,820,毛
毛,821,毛
毛,41020,毛
毛利,52355,毛利
毛利率,51616,毛利率
毛坯,7770,粗坯
毛孔,1143,毛管
毛巾,5594,面巾
毛巾,5601,面布
毛手毛腳,10114,跤來手來
毛毛蟲,3632,刺毛蟲
毛毛雨,4532,雨毛仔
毛毯,1088,毛毯
毛病,6548,缺點
毛病,1042,毛病
毛病多,4812,厚屎
毛病多,4813,厚屎尿
毛病多,4806,厚沙屑
毛竹,11955,貓兒竹
毛筆,53987,毛筆
毛線,11905,膨紗
毛線衣,11906,膨紗衫
毛蟹,1207,毛蟹
毛衣,11906,膨紗衫
毛豬的市價,11499,豬鋪
毛髮邊際,1120,毛跤
毫,4719,厘
毫克,53693,毫克
毫無根據,8693,無影無跡
毫米,53692,毫米
毯,8548,毯
毯子,8553,毯仔
毽子,53224,毽子
氏,822,氏
民,1670,民
民主,1695,民主
民事,1730,民事
民代,51779,民代
民俗,1744,民俗
民國,50135,民國
民壯圍,40070,民壯圍
民宅,134,人家厝仔
民家,133,人家
民心,1691,民心
民怨,54034,民怨
民意,1796,民意
民政局,51624,民政局
民族,1773,民族
民望,145,人望
民權西路,36027,民權西路
民歌,52133,民歌
民法,51623,民法
民營,1829,民營化
民營,51625,民營
民生,52965,民生
民眾,1774,民眾
民航,51368,民航
民航局,51780,民航局
民謠,1834,民謠
民謠,10609,歌仔
民選,50969,民選
民間,1792,民間
民間合會,9608,會仔
氣,6172,氣
氣,6173,氣
氣乎乎,11910,膨獅獅
氣候,50637,氣候
氣到直跺腳,10148,趒跤頓蹄
氣功,54276,氣功
氣勢,50782,氣勢
氣味,3703,味
氣味,6193,氣味
氣喘,8739,痚呴
氣喘,429,大氣喘
氣喘吁吁,3923,怦怦喘
氣喘如牛,3923,怦怦喘
氣壓,6241,氣壓
氣定神閒,2720,老神在在
氣度寬大,2387,好量
氣急攻心,947,心狂火著
氣憤,11777,激心
氣憤填膺,6192,氣身惱命
氣數,6234,氣數
氣數,6230,氣運
氣概,6228,氣概
氣概,6237,氣魄
氣氛,6199,氣氛
氣沖沖,6198,氣怫怫
氣派,5226,派頭
氣派,54278,氣派
氣流,53635,氣流
氣溫,52745,氣溫
氣球,12733,雞胿
氣管,4484,肺管
氣絕,12529,斷氣
氣絕,8892,絕氣
氣色,5606,面色
氣色,54277,氣色
氣象,6224,氣象
氣質,50708,氣質
氣量,4899,度量
氣頭上,5599,風火頭
氣體,54279,氣體
氣魄,6237,氣魄
氣鼓鼓,11910,膨獅獅
氧化,54280,氧化
水,823,水
水,41021,水
水上,34051,水上
水上鄉,35212,水上鄉
水中掙扎,3314,沐沐泅
水井,10390,鼓井
水井,851,水井
水仙,876,水仙
水仙宮,39008,水仙宮
水仙花,876,水仙
水份,51617,水份
水份多寡,823,水
水位,51487,水位
水分,1039,水氣
水分消失,2470,收水
水分蒸發,12248,燥水
水分飽滿,10329,飽水
水利,53430,水利
水土,8931,脾土
水土,840,水土
水域,53431,水域
水墨,50964,水墨
水壓,53992,水壓
水平,8817,程度
水平,1109,水準
水平,51027,水平
水床,53988,水床
水底,54743,水底
水庫,1024,水庫
水彩,50456,水彩
水手,52621,水手
水晶,1083,水晶
水果,4212,果子
水果,976,水果
水槽,1156,水槽
水櫃,1198,水櫃
水母,13581,䖳
水母,884,水母
水氣,1039,水氣
水池,52941,水池
水泉,1006,水泉
水泡,981,水疱
水泥,5402,紅毛塗
水源,52622,水源
水源地,1112,水源頭
水源頭,1180,水頭
水準,8817,程度
水準,1109,水準
水溝,9676,溝仔
水溝,1110,水溝
水溫,53991,水溫
水災,7543,淹大水
水災,6951,做大水
水災,946,水災
水煙管,1201,水薰吹
水煙袋,1201,水薰吹
水燈,1172,水燈
水牛,873,水牛
水獺,6242,海獺
水獺,1204,水獺
水瓢,3916,戽杓
水瓢,3235,杓
水產,8166,魚臊
水產,1065,水產
水田,1855,田
水田,890,水田
水痘,1043,水珠
水筆仔,1096,水筆仔
水管,1144,水管
水缸,54744,水缸
水腫,12923,譀浡
水腫,7346,捾水
水腫,11896,膭水
水腫,258,上水
水草,6632,草蔬
水藻,6632,草蔬
水蛭,10073,蜈蜞
水蜜桃,1145,水蜜桃
水裡坑,40054,水裡坑
水貨,1071,水貨
水費,53432,水費
水質,50580,水質
水車,959,水車
水道,1126,水道
水量,53990,水量
水銀,1149,水銀
水鑽,4596,金剛石
水鑽,11250,璇石
水門,992,水門
水閘,1131,水閘
水電工,1132,水電
水面,51362,水面
水餃,1153,水餃
水鳥,53989,水鳥
水鴨,1183,水鴨
水龍,1184,水龍
水龍頭,1129,水道頭
永久,1813,永遠
永久,53475,永久
永和市,35030,永和市
永安市場,36043,永安市場
永安鄉,35267,永安鄉
永寧,36065,永寧
永康,34061,永康
永康市,35250,永康市
永春,34144,永春
永春,36048,永春
永樂,34145,永樂
永無終止,8599,無了時
永續,53476,永續
永遠,1813,永遠
汁,1671,汁
求,3291,求
求婚,52675,求婚
求情,3329,求情
求溫飽,13208,顧三頓
求神拜佛,3326,求神問佛
求職,54103,求職
汐止,34114,汐止
汐止市,35037,汐止市
汗,2594,汗
汗,7497,液
汗水,54070,汗水
汗臭,6581,臭汗酸
汗衫,6517,紗仔衫
汙垢,10285,鉎
汙染,51508,汙染
汙水,262,下水
汞,1149,水銀
汞溴紅,5457,紅藥水
江,2595,江
江,824,水
江,41049,江
江南,52999,江南
江子翠,36058,江子翠
江山,52998,江山
江湖,2750,江湖
江湖術士,3488,走街仔仙
江湖郎中,3488,走街仔仙
池,2596,池
池,41050,池
池上,34176,池上
池上鄉,35319,池上鄉
池塘,7097,埤
污穢,13129,癩⿸疒哥爛癆
污穢,12569,穢涗
汪,41066,汪
汪洋,53022,汪洋
汰,3293,汰
汲,3901,戽
汲水,5015,拹水
決勝負,4167,拚輸贏
決定,3868,定著
決定,50031,決定
決心,3304,決心
決戰,54104,決戰
決明,2679,羊角豆仔
決標,53531,決標
決策,50584,決策
決議,50516,決議
決賽,53532,決賽
汽水,3305,汽水
汽油,51376,汽油
汽油,31029,ga33 soo55 lin51
汽球,12734,雞胿仔
汽笛,1193,水螺
汽車,2731,自動車
汽車,50148,汽車
沈,41067,沈
沉,4268,沬
沉,3298,沕
沉,4815,厚重
沉,3296,沉
沉思,8368,愖
沉沒,9388,填
沉湎,4268,沬
沉澱,3316,沉底
沉迷,6697,迷
沉迷,4268,沬
沉迷,8024,貪戀
沉重,3323,沉重
沏茶,4372,泡茶
沏茶,9736,煎茶
沐浴,5167,洗浴
沒,4268,沬
沒,1663,未
沒下文,8604,無下落
沒下落,8604,無下落
沒事,8660,無啥物
沒事,8613,無代無誌
沒什麼,8662,無啥貨
沒什麼,8660,無啥物
沒價值,6318,烏塗
沒出息,4084,抾捔
沒去,8615,無去
沒問題,31082,lai35 jioo51 bu11
沒多久,8658,無偌久
沒大沒小,8603,無大無細
沒好處,8639,無空
沒完沒了,6670,袂直
沒心情,8606,無心情
沒想到,8685,無疑
沒想到,8686,無疑悟
沒收,3312,沒收
沒收定金,6280,消定
沒有,1662,未
沒有,8588,無
沒有,8589,無
沒有天理,8607,無天理
沒有家累,8643,無某無猴
沒有希望,8667,無望
沒有牙齒,1556,卯喙
沒有用,8683,無較縒
沒有用,8681,無路用
沒有用,8628,無事使
沒有用,4084,抾捔
沒有的,8692,無影
沒有神經,2490,死肉
沒有辦法,8682,無路來
沒有辦法,8631,無奈
沒有關係,8645,無相干
沒氣,8654,無氣
沒水準,4563,阿里不達
沒用,457,下痟
沒空,8674,無閒
沒精神,8656,無神
沒精神,12826,懶懶
沒肚量,8673,無量
沒良心,8627,無良心
沒良心,8605,無心肝
沒著落,8604,無下落
沒記性,8700,無頭神
沒路,8680,無路
沒轍,8626,無步
沒辦法,8637,無法度
沒辦法,8626,無步
沒道理,8639,無空
沒錯,8608,無毋著
沒錯,8698,無錯
沒關係,8622,無打緊
沒關係,8648,無要緊
沒關係,8660,無啥物
沒關係,8652,無差
沒關係,8635,無所謂
沒面子,3464,見笑代
沒面子,1843,失體面
沖,13124,灇
沖,3299,沖
沖,3300,沖
沖水,3309,沖水
沖泡,13579,㴘
沖洗衣服,3322,汰衫
沖犯,3310,沖犯
沖銷,53023,沖銷
沙,7490,梢
沙,3301,沙
沙,5326,砂
沙,41068,沙
沙丁魚,13210,鰮仔魚
沙丘,3328,沙崙
沙卡哩巴,31126,sa33 kha55 li55 bah3
沙啞,7528,梢聲
沙嗲,3327,沙茶
沙土,9403,塗沙
沙塵,9403,塗沙
沙拉油,3317,沙拉油
沙東宮,39016,沙東宮
沙沙,3313,沙沙
沙洲,6215,浮崙
沙洲,3336,沙線
沙漠,3334,沙漠
沙發,11909,膨椅
沙發椅,11909,膨椅
沙茶,3327,沙茶
沙茶醬,3327,沙茶
沙鍋,4357,狗母鍋
沙鍋,3716,坩
沙鍋,12456,鍋仔
沙魚,12799,鯊魚
沙鹿,34086,沙鹿
沙鹿鎮,35121,沙鹿鎮
河,4269,河
河,824,水
河堤,10961,駁岸
河岸,9678,溪仔墘
河川,51521,河川
河床,53053,河床
河東獅子,4613,虎豹母
河流,52424,河流
河溝附近,8582,港墘
河灘,9686,溪埔
河粉,10733,粿仔
河邊,54755,河邊
沸騰,10600,滾
沸騰,3315,沖沖滾
油,4270,油
油價,54143,油價
油嘴滑舌,3197,弄喙花
油垢,4294,油垢
油廠國小,36098,油廠國小
油性,54141,油性
油抽,4290,油抽
油桐花,52167,油桐花
油桶,4307,油筒仔
油條,4299,油炸粿
油水,4281,油水
油汙,4294,油垢
油渣,4311,油滓
油漆,53567,油漆
油炸豬皮,11290,磅皮
油煙,51983,油煙
油畫,51383,油畫
油紙,4303,油紙
油罐,4307,油筒仔
油罐車,54144,油罐車
油脂,51522,油脂
油腔滑調,3197,弄喙花
油腔滑調,8322,媒人喙
油膩膩,4293,油肭肭
油菜,4308,油菜
油菜花,54756,油菜花
油車,4287,油車
油門,54142,油門
油飯,4309,油飯
治,4271,治
治安,4286,治安
治憲,50980,制憲
治病,4302,治病
治療,12722,醫治
治療,4321,治療
治罪,4313,治罪
沼平,34244,沼平
沾,3297,沐
沾,9715,滒
沾,4272,沾
沾,9521,搵
沾手,3307,沐手
沾染,5085,染
沾染,2606,聿
沾水,3308,沐水
沾水,9531,搵水
沾醬油,9538,搵豆油
沿,4273,沿
沿岸,53055,沿岸
沿海,4301,沿海
沿籬豆,2676,肉豆
沿線,53568,沿線
沿街叫賣,8232,喝玲瑯
沿路,4314,沿路
沿途,35,一路
沿途,52428,沿途
泉,5139,泉
泉,5140,泉
泉水,5139,泉
泉水,5140,泉
泉水,5150,泉水
泉水,1006,水泉
泉源,5173,泉源
泔水,11192,潘
法,4279,法
法人,50632,法人
法令,4283,法令
法令,5007,政
法則,50925,法則
法力,4280,法力
法務,52700,法務
法器,3498,角鼓
法場,4306,法場
法壇,1441,司公壇
法官,4289,法官
法官,3000,判官
法定,54138,法定
法寶,54140,法寶
法師,4300,法師
法庭,52699,法庭
法律,4296,法律
法文,52166,法文
法會,53566,法會
法案,50774,法案
法治,51982,法治
法碼,11285,磅子
法網,54139,法網
法術,4304,法術
法規,51047,法規
法警,52427,法警
法辦,52426,法辦
法醫,4324,法醫
法門,51814,法門
法院,50879,法院
泡,4326,疱
泡,3771,奅
泡,4327,泡
泡,4328,泡
泡沫,4267,沫
泡湯,6270,烏有
泡粉,11904,膨粉
泡茶,4372,泡茶
泡茶,9736,煎茶
泡麵,4385,泡麵
波,4330,波
波動,51046,波動
波浪,52425,波浪
波浪鼓,9575,搖鼓瑯
波浪鼓,5215,玲瑯鼓
波長,53054,波長
泥水匠,9391,塗水
泥水匠,9392,塗水師
泥水工,9392,塗水師
泥水工事,9391,塗水
泥淖,13140,爛塗糜
泥濘,8575,湳
泥鰍,13086,鰗鰡
注,8569,港
注,9525,斟
注,4331,注
注,4332,注
注入,51520,注入
注意,7797,細膩
注意,268,小心
注意,7227,張持
注意,9558,斟酌
注意,4377,注意
注明,9093,註明
注目,4358,注目
注視,4582,金金看
注解,9093,註明
注重,5351,看重
注重,5557,重視
注重,50832,注重
注重睡眠,5549,重眠
注重穿著,5541,重穿
注音,4366,注音
泰國芭樂,6214,泰國菝仔
泰安,34028,泰安
泰安鄉,35115,泰安鄉
泰山,52201,泰山
泰山鄉,35042,泰山鄉
泰武鄉,35308,泰武鄉
洄瀾,40131,洄瀾
洋,5141,洋
洋人,4617,阿啄仔
洋人,8725,番仔
洋人,7084,啄鼻仔
洋娃娃,31112,oo33 lin55 gioo51
洋房,5176,洋樓
洋樓,8729,番仔樓
洋樓,5176,洋樓
洋火腿,31037,ha55 muh3
洋粉,8995,菜燕
洋芋,6893,馬鈴薯
洋菜,8995,菜燕
洋蔥,5177,洋蔥
洋蔥,11379,蔥頭
洋裝,5174,洋裝
洗,5143,洗
洗淨,52182,洗淨
洗滌,5154,洗汰
洗滌,5179,洗盪
洗澡,5167,洗浴
洗澡,5155,洗身軀
洗澡,31046,hu55 looh3
洗濯,5154,洗汰
洗牌,8416,插牌
洗牌,53605,洗牌
洗石子,5152,洗石仔
洗碗桶,9813,碗斗
洗碗槽,9813,碗斗
洗禮,53606,洗禮
洗臉,5165,洗面
洗衣店,5163,洗衫店
洗衣服,5162,洗衫
洗衣板,5164,洗衫枋
洗衣板,5985,挩枋
洗衣盆,10135,跤桶
洗髮精,53093,洗髮精
洞,4395,空
洞,5145,洞
洞房,9553,新娘房
洞房,5157,洞房
津,5146,津
津貼,5172,津貼
洩,9893,落
洩,6360,泄
洩,6361,疶
洩尿,10616,滲尿
洩氣,6291,消風
洩漏,10657,漏洩
洪,41110,洪
洲,5148,洲
洶湧,13002,瀳
活,5182,活
活力,51057,活力
活力充沛,5217,活跳跳
活動,3497,走跳
活動,5209,活動
活套,5213,活結
活性,54199,活性
活會,5214,活會
活水,5196,流水
活水,5195,活水
活潑,5221,活潑
活用的錢,5225,活錢
活結,5213,活結
活該,12209,應該
活路,2001,生路
活路,5216,活路
活蹦亂跳,13593,𧿳𧿳跳
活蹦亂跳,12165,嚓嚓趒
活蹦亂跳,5217,活跳跳
活躍,13531,𪁎趒
活門,6119,栓仔
派,5183,派
派任,3791,委任
派出所,5199,派出所
派出所員警,10760,管區的
派別,4528,門戶
派系,51301,派系
派遣,5912,差
派頭,5226,派頭
派駐,52453,派駐
流,5184,流
流,5185,流
流傳,53090,流傳
流入,51667,流入
流出湯汁,5212,流湯
流利,7771,紲拍
流動,52452,流動
流動性,53603,流動性
流動率,54194,流動率
流口水,5229,流瀾
流向,52451,流向
流域,54195,流域
流失,51054,流失
流星,9954,落屎星
流星,51055,流星
流暢,12463,輾轉
流會,53091,流會
流標,54198,流標
流氓,13446,鱸鰻
流水,5196,流水
流汗,53602,流汗
流浪,7950,連回
流浪,5185,流
流浪,5208,流浪
流淚,5200,流目屎
流產,9959,落胎
流產,5211,流產
流程,51213,流程
流竄,52720,流竄
流線,53092,流線
流血,5201,流血
流行,5202,流行
流行,6038,時行
流言,12415,謠言
流轉,53604,流轉
流通,51056,流通
流速,54196,流速
流量,54197,流量
流露,52721,流露
浪,8573,湧
浪子,6180,浪子
浪得虛名,5605,食名
